,chunk,length,recognitiontime
0,45 MINT   01 03 2019_Female_44100_CLEAN2.flac,129.2199319727891,0.0
1,45 MINT   01 03 2019_Female_44100_CLEAN4.flac,84.77993197278911,63.98889350891113
2,45 MINT   01 03 2019_Female_44100_CLEAN6.flac,72.89993197278912,40.89132761955261
3,45 MINT   01 03 2019_Female_44100_CLEAN8.flac,32.65993197278912,25.9414484500885
4,45 MINT   01 03 2019_Female_44100_CLEAN10.flac,40.699931972789116,27.003756999969482
5,45 MINT   01 03 2019_Male_44100_CLEAN11.flac,86.45993197278912,64.03317713737488
6,45 MINT   01 03 2019_Female_44100_CLEAN14.flac,21.359931972789116,14.970760107040405
7,45 MINT   01 03 2019_Male_44100_CLEAN15.flac,126.95993197278912,0.0
8,45 MINT   01 03 2019_Female_44100_CLEAN18.flac,46.39993197278912,38.30928039550781
9,45 MINT   01 03 2019_Male_44100_CLEAN25.flac,23.379931972789116,13.955353736877441
10,45 MINT   01 03 2019_Male_44100_CLEAN35.flac,23.999931972789117,10.06282353401184
11,45 MINT   01 03 2019_Male_44100_CLEAN43.flac,34.419931972789115,20.235206842422485
12,45 MINT   01 03 2019_Male_44100_CLEAN47.flac,26.639931972789114,15.008877515792847
13,45 MINT   01 03 2019_Male_44100_CLEAN49.flac,45.559931972789116,33.19941234588623
14,45 MINT   01 03 2019_Male_44100_CLEAN51.flac,105.29993197278911,0.0
15,45 MINT   01 03 2019_Female_44100_CLEAN54.flac,28.999931972789117,22.37724542617798
16,45 MINT   01 03 2019_Male_44100_CLEAN55.flac,23.759931972789115,14.72959041595459
17,45 MINT   01 03 2019_Male_44100_CLEAN63.flac,31.499931972789117,18.551486253738403
18,45 MINT   01 03 2019_Male_44100_CLEAN65.flac,20.379931972789116,9.994719505310059
19,45 MINT   01 03 2019_Male_44100_CLEAN73.flac,23.679931972789117,18.48759913444519
20,45 MINT   01 03 2019_Male_44100_CLEAN83.flac,33.07993197278912,20.585920572280884
21,45 MINT   01 03 2019_Male_44100_CLEAN85.flac,42.89993197278912,29.481160879135132
22,45 MINT   01 03 2019_Male_44100_CLEAN87.flac,28.819931972789117,17.90894341468811
23,45 MINT   01 03 2019_Female_44100_CLEAN88.flac,45.01993197278912,64.00797653198242
24,45 MINT   01 03 2019_Male_44100_CLEAN95.flac,27.699931972789116,26.64214015007019
25,45 MINT   01 03 2019_Male_44100_CLEAN101.flac,29.119931972789114,17.24653434753418
26,45 MINT   01 03 2019_Male_44100_CLEAN111.flac,23.559931972789116,14.656923055648804
27,45 MINT   01 03 2019_Male_44100_CLEAN123.flac,24.959931972789114,12.310771703720093
28,45 MINT   01 03 2019_Female_44100_CLEAN131.flac,20.479931972789117,10.379566669464111
29,45 MINT   01 03 2019_Male_44100_CLEAN134.flac,23.399931972789116,10.9662024974823
30,45 MINT   01 03 2019_Female_44100_CLEAN141.flac,23.579931972789115,15.127103090286255
31,45 MINT   01 03 2019_Female_44100_CLEAN145.flac,22.119931972789114,15.431255102157593
32,45 MINT   01 03 2019_Male_44100_CLEAN147.flac,38.15993197278912,23.626028776168823
33,45 MINT   01 03 2019_Male_44100_CLEAN149.flac,32.959931972789114,28.749781131744385
34,45 MINT   01 03 2019_Male_44100_CLEAN153.flac,33.39993197278912,21.397257089614868
35,45 MINT   01 03 2019_Male_44100_CLEAN157.flac,76.21993197278911,66.44775056838989
36,45 MINT   01 03 2019_Male_44100_CLEAN159.flac,172.2599319727891,0.0
37,45 MINT   01 03 2019_Female_44100_CLEAN162.flac,28.659931972789117,21.531839847564697
38,45 MINT   01 03 2019_Male_44100_CLEAN165.flac,38.65993197278912,29.560550928115845
39,45 MINT   01 03 2019_Male_44100_CLEAN167.flac,30.399931972789116,21.936591148376465
40,45 MINT   01 03 2019_Male_44100_CLEAN173.flac,61.85993197278911,45.490073919296265
41,45 MINT   01 03 2019_Male_44100_CLEAN177.flac,25.859931972789116,20.60953450202942
42,45 MINT   01 03 2019_Male_44100_CLEAN181.flac,23.199931972789116,22.18738031387329
43,45 MINT   01 03 2019_Male_44100_CLEAN185.flac,23.299931972789114,16.53069543838501
44,45 MINT   01 03 2019_Female_44100_CLEAN186.flac,29.159931972789117,18.234944105148315
45,45 MINT   01 03 2019_Male_44100_CLEAN193.flac,20.979931972789117,9.468864679336548
46,45 MINT   01 03 2019_Male_44100_CLEAN199.flac,28.739931972789115,17.585394859313965
47,45 MINT   01 03 2019_Male_44100_CLEAN209.flac,23.419931972789115,11.859321117401123
48,45 MINT   01 03 2019_Female_44100_CLEAN213.flac,29.259931972789115,19.848594427108765
49,45 MINT   01 03 2019_Male_44100_CLEAN216.flac,21.799931972789114,12.682384729385376
50,45 MINT   01 03 2019_Male_44100_CLEAN222.flac,22.819931972789117,14.421710014343262
51,45 MINT   01 03 2019_Female_44100_CLEAN225.flac,45.379931972789116,31.502567291259766
52,45 MINT   01 03 2019_Male_44100_CLEAN226.flac,74.73993197278912,0.0
53,45 MINT   01 03 2019_Male_44100_CLEAN228.flac,52.85993197278911,46.816551208496094
54,45 MINT   01 03 2019_Female_44100_CLEAN229.flac,21.879931972789116,14.322145462036133
55,45 MINT   01 03 2019_Male_44100_CLEAN233.flac,81.01993197278911,57.0196692943573
56,45 MINT   01 03 2019_Male_44100_CLEAN235.flac,28.299931972789114,22.163830757141113
57,45 MINT   01 03 2019_Female_44100_CLEAN236.flac,27.599931972789115,17.164650201797485
58,45 MINT   01 03 2019_Male_44100_CLEAN239.flac,32.639931972789114,28.7265682220459
59,45 MINT   01 03 2019_Male_44100_CLEAN241.flac,27.459931972789114,23.647940158843994
60,45 MINT   01 03 2019_Female_44100_CLEAN246.flac,50.65993197278912,41.82660460472107
61,45 MINT   01 03 2019_Male_44100_CLEAN248.flac,3.9599319727891156,0.0
