,chunk,length,recognitiontime
68,45 MINT   01 02 2019_Female_44100_CLEAN266.flac,65.15993197278911,0.0
69,45 MINT   01 02 2019_Female_44100_CLEAN268.flac,41.75993197278912,34.66051650047302
70,45 MINT   01 02 2019_Male_44100_CLEAN271.flac,22.399931972789116,19.708497762680054
71,45 MINT   01 02 2019_Female_44100_CLEAN274.flac,27.499931972789117,25.21985125541687
72,45 MINT   01 02 2019_Male_44100_CLEAN277.flac,24.759931972789115,17.775418758392334
73,45 MINT   01 02 2019_Male_44100_CLEAN282.flac,21.879931972789116,25.237069129943848
74,45 MINT   01 02 2019_Male_44100_CLEAN287.flac,32.959931972789114,22.585516452789307
75,45 MINT   01 02 2019_Female_44100_CLEAN293.flac,20.299931972789114,15.11681056022644
76,45 MINT   01 02 2019_Female_44100_CLEAN294.flac,49.199931972789116,54.20507073402405
77,45 MINT   01 02 2019_Male_44100_CLEAN298.flac,67.69993197278912,42.41386961936951
78,45 MINT   01 02 2019_Female_44100_CLEAN303.flac,26.119931972789114,20.518479108810425
79,45 MINT   01 02 2019_Male_44100_CLEAN307.flac,34.459931972789114,23.144472122192383
80,45 MINT   01 02 2019_Female_44100_CLEAN310.flac,36.279931972789115,19.31049680709839
81,45 MINT   01 02 2019_Male_44100_CLEAN315.flac,30.959931972789114,16.699788808822632
82,45 MINT   01 02 2019_Male_44100_CLEAN317.flac,25.299931972789114,14.92037057876587
83,45 MINT   01 02 2019_Male_44100_CLEAN321.flac,22.219931972789116,13.87985348701477
84,45 MINT   01 02 2019_Male_44100_CLEAN327.flac,22.699931972789116,10.528913021087646
85,45 MINT   01 02 2019_Female_44100_CLEAN330.flac,52.85993197278911,43.38328003883362
86,45 MINT   01 02 2019_Female_44100_CLEAN331.flac,1.1799319727891155,0.0
