,chunk,length,recognitiontime
0,16FAiz Ahmad Faiz recites his own Poetry_Male_44100_CLEAN5.flac,20.899931972789116,7.411520004272461
1,16FAiz Ahmad Faiz recites his own Poetry_Male_44100_CLEAN14.flac,45.79993197278912,20.987740993499756
2,16FAiz Ahmad Faiz recites his own Poetry_Male_44100_CLEAN22.flac,64.31993197278912,23.93153142929077
3,16FAiz Ahmad Faiz recites his own Poetry_Male_44100_CLEAN24.flac,35.419931972789115,19.433282136917114
4,16FAiz Ahmad Faiz recites his own Poetry_Male_44100_CLEAN30.flac,38.43993197278912,17.632051467895508
5,16FAiz Ahmad Faiz recites his own Poetry_Male_44100_CLEAN39.flac,20.139931972789114,9.689927816390991
6,16FAiz Ahmad Faiz recites his own Poetry_Male_44100_CLEAN44.flac,27.059931972789116,14.762109756469727
7,16FAiz Ahmad Faiz recites his own Poetry_Male_44100_CLEAN50.flac,58.57993197278912,26.2425274848938
8,16FAiz Ahmad Faiz recites his own Poetry_Male_44100_CLEAN52.flac,26.919931972789115,12.177198648452759
9,16FAiz Ahmad Faiz recites his own Poetry_Male_44100_CLEAN54.flac,21.339931972789117,11.409398078918457
10,16FAiz Ahmad Faiz recites his own Poetry_Male_44100_CLEAN58.flac,44.779931972789115,24.28775429725647
11,16FAiz Ahmad Faiz recites his own Poetry_Male_44100_CLEAN62.flac,23.719931972789116,14.336969375610352
12,16FAiz Ahmad Faiz recites his own Poetry_Male_44100_CLEAN63.flac,10.999931972789115,0.0
