,chunk,length,recognitiontime
0,12FAiz Ahmad Faiz recites his own Poetry_Male_44100_CLEAN5.flac,20.899931972789116,14.34933853149414
1,12FAiz Ahmad Faiz recites his own Poetry_Male_44100_CLEAN14.flac,45.79993197278912,21.932748794555664
2,12FAiz Ahmad Faiz recites his own Poetry_Male_44100_CLEAN22.flac,64.31993197278912,33.73008346557617
3,12FAiz Ahmad Faiz recites his own Poetry_Male_44100_CLEAN24.flac,35.419931972789115,21.513909339904785
4,12FAiz Ahmad Faiz recites his own Poetry_Male_44100_CLEAN30.flac,38.43993197278912,15.154170036315918
5,12FAiz Ahmad Faiz recites his own Poetry_Male_44100_CLEAN39.flac,20.139931972789114,8.115763425827026
6,12FAiz Ahmad Faiz recites his own Poetry_Male_44100_CLEAN44.flac,27.059931972789116,12.172739505767822
7,12FAiz Ahmad Faiz recites his own Poetry_Male_44100_CLEAN50.flac,58.57993197278912,26.61567187309265
8,12FAiz Ahmad Faiz recites his own Poetry_Male_44100_CLEAN52.flac,26.919931972789115,13.451736688613892
9,12FAiz Ahmad Faiz recites his own Poetry_Male_44100_CLEAN54.flac,21.339931972789117,14.049796342849731
10,12FAiz Ahmad Faiz recites his own Poetry_Male_44100_CLEAN58.flac,44.779931972789115,19.311988353729248
11,12FAiz Ahmad Faiz recites his own Poetry_Male_44100_CLEAN62.flac,23.719931972789116,12.17611026763916
12,12FAiz Ahmad Faiz recites his own Poetry_Male_44100_CLEAN63.flac,10.999931972789115,0.0
