,chunk,length,recognitiontime
0,45 MINT   11 01 2019_Female_44100_CLEAN3.flac,131.45993197278912,0.0
1,45 MINT   11 01 2019_Male_44100_CLEAN10.flac,28.079931972789115,16.568403005599976
2,45 MINT   11 01 2019_Male_44100_CLEAN16.flac,28.479931972789117,21.70391321182251
3,45 MINT   11 01 2019_Male_44100_CLEAN20.flac,20.039931972789116,13.856640577316284
4,45 MINT   11 01 2019_Male_44100_CLEAN28.flac,33.819931972789114,23.345613718032837
5,45 MINT   11 01 2019_Female_44100_CLEAN29.flac,25.339931972789117,27.399291515350342
6,45 MINT   11 01 2019_Male_44100_CLEAN32.flac,47.15993197278912,28.645882606506348
7,45 MINT   11 01 2019_Male_44100_CLEAN36.flac,34.779931972789115,26.981106996536255
8,45 MINT   11 01 2019_Female_44100_CLEAN39.flac,43.599931972789115,28.898077487945557
9,45 MINT   11 01 2019_Male_44100_CLEAN40.flac,40.059931972789116,33.2616913318634
10,45 MINT   11 01 2019_Male_44100_CLEAN42.flac,50.29993197278912,38.54478478431702
11,45 MINT   11 01 2019_Female_44100_CLEAN43.flac,44.29993197278912,40.185367584228516
12,45 MINT   11 01 2019_Male_44100_CLEAN46.flac,33.67993197278911,20.967589378356934
13,45 MINT   11 01 2019_Male_44100_CLEAN48.flac,49.15993197278912,48.94675874710083
14,45 MINT   11 01 2019_Male_44100_CLEAN50.flac,42.419931972789115,39.49955677986145
15,45 MINT   11 01 2019_Male_44100_CLEAN56.flac,46.49993197278911,45.10257291793823
16,45 MINT   11 01 2019_Male_44100_CLEAN59.flac,20.199931972789116,19.97025442123413
17,45 MINT   11 01 2019_Male_44100_CLEAN62.flac,24.599931972789115,24.519701719284058
18,45 MINT   11 01 2019_Male_44100_CLEAN64.flac,59.459931972789114,53.73363900184631
19,45 MINT   11 01 2019_Male_44100_CLEAN68.flac,53.07993197278912,41.42656207084656
20,45 MINT   11 01 2019_Male_44100_CLEAN72.flac,23.519931972789117,19.833032846450806
21,45 MINT   11 01 2019_Female_44100_CLEAN73.flac,25.899931972789116,23.981992483139038
22,45 MINT   11 01 2019_Male_44100_CLEAN78.flac,34.65993197278912,26.073859453201294
23,45 MINT   11 01 2019_Female_44100_CLEAN79.flac,20.179931972789117,19.739891529083252
24,45 MINT   11 01 2019_Male_44100_CLEAN86.flac,20.359931972789116,10.262686491012573
25,45 MINT   11 01 2019_Male_44100_CLEAN90.flac,64.19993197278912,0.0
26,45 MINT   11 01 2019_Male_44100_CLEAN94.flac,42.959931972789114,38.53783392906189
27,45 MINT   11 01 2019_Female_44100_CLEAN95.flac,25.479931972789117,22.974900722503662
28,45 MINT   11 01 2019_Male_44100_CLEAN96.flac,31.219931972789116,21.445557594299316
29,45 MINT   11 01 2019_Male_44100_CLEAN100.flac,42.139931972789114,39.84874868392944
30,45 MINT   11 01 2019_Female_44100_CLEAN101.flac,32.51993197278912,22.275001049041748
31,45 MINT   11 01 2019_Male_44100_CLEAN106.flac,25.159931972789117,21.28256344795227
32,45 MINT   11 01 2019_Male_44100_CLEAN112.flac,40.559931972789116,37.08340620994568
33,45 MINT   11 01 2019_Male_44100_CLEAN114.flac,24.519931972789117,23.827670574188232
34,45 MINT   11 01 2019_Male_44100_CLEAN119.flac,24.519931972789117,24.275532007217407
35,45 MINT   11 01 2019_Male_44100_CLEAN123.flac,22.339931972789117,15.6701078414917
36,45 MINT   11 01 2019_Male_44100_CLEAN126.flac,22.519931972789117,13.170777559280396
37,45 MINT   11 01 2019_Male_44100_CLEAN128.flac,22.219931972789116,11.088809490203857
38,45 MINT   11 01 2019_Male_44100_CLEAN132.flac,23.159931972789117,11.796281814575195
39,45 MINT   11 01 2019_Female_44100_CLEAN138.flac,36.83993197278912,29.595367431640625
40,45 MINT   11 01 2019_Male_44100_CLEAN139.flac,65.57993197278911,65.86410212516785
41,45 MINT   11 01 2019_Male_44100_CLEAN141.flac,117.39993197278912,0.0
42,45 MINT   11 01 2019_Female_44100_CLEAN142.flac,44.699931972789116,43.804553270339966
43,45 MINT   11 01 2019_Female_44100_CLEAN144.flac,20.399931972789116,16.457417249679565
44,45 MINT   11 01 2019_Male_44100_CLEAN147.flac,30.639931972789114,25.49794888496399
45,45 MINT   11 01 2019_Male_44100_CLEAN149.flac,31.259931972789115,31.110241651535034
46,45 MINT   11 01 2019_Male_44100_CLEAN153.flac,73.09993197278912,0.0
47,45 MINT   11 01 2019_Male_44100_CLEAN157.flac,48.559931972789116,49.49661731719971
48,45 MINT   11 01 2019_Female_44100_CLEAN158.flac,27.919931972789115,18.19628596305847
49,45 MINT   11 01 2019_Male_44100_CLEAN159.flac,81.61993197278912,0.0
50,45 MINT   11 01 2019_Female_44100_CLEAN160.flac,23.999931972789117,20.588627099990845
51,45 MINT   11 01 2019_Male_44100_CLEAN165.flac,20.959931972789114,11.766589879989624
52,45 MINT   11 01 2019_Male_44100_CLEAN169.flac,33.83993197278912,18.888996124267578
53,45 MINT   11 01 2019_Male_44100_CLEAN171.flac,53.059931972789116,42.61471676826477
54,45 MINT   11 01 2019_Male_44100_CLEAN173.flac,24.299931972789114,19.261543035507202
55,45 MINT   11 01 2019_Male_44100_CLEAN179.flac,32.89993197278912,25.294938564300537
56,45 MINT   11 01 2019_Male_44100_CLEAN181.flac,21.679931972789117,15.138511419296265
57,45 MINT   11 01 2019_Female_44100_CLEAN184.flac,24.659931972789117,21.356152296066284
58,45 MINT   11 01 2019_Male_44100_CLEAN185.flac,52.33993197278912,0.0
59,45 MINT   11 01 2019_Male_44100_CLEAN189.flac,37.93993197278912,33.45031476020813
60,45 MINT   11 01 2019_Male_44100_CLEAN191.flac,25.099931972789115,19.421317100524902
61,45 MINT   11 01 2019_Male_44100_CLEAN193.flac,46.319931972789114,36.7969274520874
62,45 MINT   11 01 2019_Male_44100_CLEAN195.flac,36.739931972789115,37.24063515663147
63,45 MINT   11 01 2019_Male_44100_CLEAN197.flac,27.639931972789114,19.09398365020752
64,45 MINT   11 01 2019_Male_44100_CLEAN199.flac,57.239931972789115,57.11662983894348
65,45 MINT   11 01 2019_Female_44100_CLEAN200.flac,22.359931972789116,18.22268009185791
66,45 MINT   11 01 2019_Male_44100_CLEAN201.flac,77.39993197278912,0.0
67,45 MINT   11 01 2019_Male_44100_CLEAN205.flac,31.539931972789116,14.56108021736145
68,45 MINT   11 01 2019_Female_44100_CLEAN206.flac,42.379931972789116,33.44511675834656
69,45 MINT   11 01 2019_Male_44100_CLEAN208.flac,2.0799319727891157,0.0
