,chunk,length,recognitiontime
54,45 MINT   02 02 2019-_TIt46xlM1Q_Male_44100_CLEAN214.flac,27.439931972789115,17.41803479194641
55,45 MINT   02 02 2019-_TIt46xlM1Q_Male_44100_CLEAN218.flac,53.67993197278911,29.056174755096436
56,45 MINT   02 02 2019-_TIt46xlM1Q_Male_44100_CLEAN220.flac,22.379931972789116,13.694586992263794
57,45 MINT   02 02 2019-_TIt46xlM1Q_Male_44100_CLEAN230.flac,38.65993197278912,26.230624675750732
58,45 MINT   02 02 2019-_TIt46xlM1Q_Male_44100_CLEAN234.flac,45.699931972789116,42.189189434051514
59,45 MINT   02 02 2019-_TIt46xlM1Q_Male_44100_CLEAN238.flac,33.93993197278912,24.485591411590576
60,45 MINT   02 02 2019-_TIt46xlM1Q_Male_44100_CLEAN240.flac,28.579931972789115,24.421008825302124
61,45 MINT   02 02 2019-_TIt46xlM1Q_Male_44100_CLEAN242.flac,21.219931972789116,18.426680088043213
62,45 MINT   02 02 2019-_TIt46xlM1Q_Female_44100_CLEAN243.flac,23.879931972789116,16.61296534538269
63,45 MINT   02 02 2019-_TIt46xlM1Q_Female_44100_CLEAN245.flac,128.9999319727891,0.0
64,45 MINT   02 02 2019-_TIt46xlM1Q_Male_44100_CLEAN246.flac,53.71993197278911,60.93929123878479
65,45 MINT   02 02 2019-_TIt46xlM1Q_Male_44100_CLEAN249.flac,21.379931972789116,17.153331995010376
66,45 MINT   02 02 2019-_TIt46xlM1Q_Male_44100_CLEAN253.flac,24.319931972789117,21.734774827957153
67,45 MINT   02 02 2019-_TIt46xlM1Q_Male_44100_CLEAN255.flac,25.739931972789115,25.897862672805786
68,45 MINT   02 02 2019-_TIt46xlM1Q_Male_44100_CLEAN258.flac,26.099931972789115,17.887892961502075
69,45 MINT   02 02 2019-_TIt46xlM1Q_Female_44100_CLEAN259.flac,29.519931972789117,28.233344793319702
70,45 MINT   02 02 2019-_TIt46xlM1Q_Male_44100_CLEAN264.flac,38.699931972789116,47.390398025512695
71,45 MINT   02 02 2019-_TIt46xlM1Q_Female_44100_CLEAN265.flac,21.139931972789114,14.70975947380066
72,45 MINT   02 02 2019-_TIt46xlM1Q_Male_44100_CLEAN266.flac,30.719931972789116,28.99964213371277
73,45 MINT   02 02 2019-_TIt46xlM1Q_Female_44100_CLEAN269.flac,81.27993197278911,0.0
74,45 MINT   02 02 2019-_TIt46xlM1Q_Female_44100_CLEAN271.flac,22.479931972789117,19.375534534454346
75,45 MINT   02 02 2019-_TIt46xlM1Q_Male_44100_CLEAN274.flac,21.999931972789117,16.930591344833374
76,45 MINT   02 02 2019-_TIt46xlM1Q_Female_44100_CLEAN277.flac,20.579931972789115,24.83876347541809
77,45 MINT   02 02 2019-_TIt46xlM1Q_Male_44100_CLEAN280.flac,59.819931972789114,68.21694874763489
78,45 MINT   02 02 2019-_TIt46xlM1Q_Female_44100_CLEAN281.flac,28.019931972789117,23.772480249404907
79,45 MINT   02 02 2019-_TIt46xlM1Q_Male_44100_CLEAN282.flac,55.33993197278912,64.96631646156311
80,45 MINT   02 02 2019-_TIt46xlM1Q_Female_44100_CLEAN285.flac,50.97993197278912,53.21537375450134
81,45 MINT   02 02 2019-_TIt46xlM1Q_Male_44100_CLEAN287.flac,5.079931972789115,0.0
